,Distance,Force,Intensity,Potential
884,885,1.1766733697213443e-10,0.36771042803792015,325.4237288135593
885,886,1.1740187211145026e-10,0.36688085034828205,325.0564334085779
886,887,1.171373045963936e-10,0.36605407686373004,324.68996617812854
887,888,1.168736303871439e-10,0.36523009495982467,324.3243243243243
888,889,1.166108454665889e-10,0.3644088920830903,323.9595050618673
889,890,1.163489458401717e-10,0.36359045575053656,323.59550561797755
890,891,1.1608792753573898e-10,0.3627747735491843,323.2323232323232
891,892,1.1582778660339038e-10,0.36196183313559493,322.86995515695065
892,893,1.15568519115329e-10,0.36115162223540315,322.508398656215
893,894,1.1531012116571325e-10,0.3603441286428539,322.1476510067114
894,895,1.1505258887050965e-10,0.3595393402203427,321.7877094972067
895,896,1.1479591836734693e-10,0.35873724489795916,321.42857142857144
896,897,1.1454010581537119e-10,0.357937830673035,321.0702341137124
897,898,1.1428514739510221e-10,0.3571410856096944,320.71269487750556
898,899,1.1403103930829088e-10,0.356346997838409,320.3559510567297
899,900,1.1377777777777778e-10,0.35555555555555557,320.0
900,901,1.1352535904735274e-10,0.3547667470229773,319.64483906770255
901,902,1.1327377938161563e-10,0.35398056056754884,319.29046563192907
902,903,1.1302303506583812e-10,0.35319698458074417,318.936877076412
903,904,1.127731224058266e-10,0.3524160075182082,318.5840707964602
904,905,1.1252403772778609e-10,0.3516376178993315,318.23204419889504
905,906,1.1227577737818516e-10,0.3508618043068287,317.88079470198676
906,907,1.120283377236221e-10,0.35008855538631906,317.5303197353914
907,908,1.1178171515069184e-10,0.349317859845912,317.1806167400881
908,909,1.1153590606585411e-10,0.3485497064557941,316.83168316831683
909,910,1.112909068953025e-10,0.3477840840478203,316.4835164835165
910,911,1.1104671408483458e-10,0.3470209815151081,316.13611416026345
911,912,1.10803324099723e-10,0.3462603878116344,315.7894736842105
912,913,1.1056073342458752e-10,0.345502291951836,315.4435925520263
913,914,1.1031893856326819e-10,0.3447466830102131,315.0984682713348
914,915,1.1007793603869928e-10,0.34399355012093524,314.75409836065575
915,916,1.0983772239278427e-10,0.34324288247745083,314.410480349345
916,917,1.0959829418627191e-10,0.3424946693320997,314.06761177753543
917,918,1.0935964799863301e-10,0.34174889999572816,313.72549019607845
918,919,1.091217804279383e-10,0.3410055638373072,313.3841131664853
919,920,1.0888468809073724e-10,0.34026465028355385,313.04347826086956
920,921,1.0864836762193763e-10,0.3395261488185551,312.7035830618893
921,922,1.0841281567468627e-10,0.3387900489833946,312.3644251626898
922,923,1.081780289202504e-10,0.33805634037578247,312.02600216684726
923,924,1.0794400404790014e-10,0.33732501264968795,311.68831168831167
924,925,1.0771073776479182e-10,0.33659605551497446,311.35135135135135
925,926,1.0747822679585201e-10,0.33586945873703755,311.0151187904968
926,927,1.0724646788366272e-10,0.335145212136446,310.6796116504854
927,928,1.070154577883472e-10,0.334423305588585,310.3448275862069
928,929,1.0678519328745679e-10,0.3337037290233025,310.010764262648
929,930,1.0655567117585848e-10,0.33298647242455776,309.6774193548387
930,931,1.063268882656234e-10,0.33227152583007313,309.3447905477981
931,932,1.0609884138591611e-10,0.3315588793309879,309.0128755364807
932,933,1.058715273828848e-10,0.33084852307151497,308.68167202572346
933,934,1.056449431195521e-10,0.33014044724860037,308.3511777301927
934,935,1.0541908547570705e-10,0.3294346421115845,308.02139037433153
935,936,1.051939513477975e-10,0.32873109796186717,307.6923076923077
936,937,1.0496953764882359e-10,0.32802980515257374,307.3639274279616
937,938,1.0474584130823191e-10,0.3273307540882247,307.0362473347548
938,939,1.0452285927181047e-10,0.3266339352244077,306.7092651757188
939,940,1.0430058850158443e-10,0.3259393390674513,306.3829787234043
940,941,1.0407902597571263e-10,0.325246956174102,306.05738575982997
941,942,1.0385816868838492e-10,0.3245567771512029,305.73248407643314
942,943,1.0363801364972015e-10,0.3238687926553755,305.4082714740191
943,944,1.0341855788566504e-10,0.32318299339270323,305.08474576271186
944,945,1.0319979843789368e-10,0.3224993701184177,304.76190476190476
945,946,1.0298173236370787e-10,0.3218179136365871,304.4397463002114
946,947,1.0276435673593819e-10,0.3211386147998069,304.1182682154171
947,948,1.025476686428457e-10,0.3204614645088928,303.7974683544304
948,949,1.0233166518802444e-10,0.31978645371257636,303.477344573235
949,950,1.0211634349030471e-10,0.3191135734072022,303.1578947368421
950,951,1.0190170068365692e-10,0.3184428146364279,302.8391167192429
951,952,1.0168773391709625e-10,0.31777416849092577,302.52100840336135
952,953,1.0147444035458798e-10,0.31710762610808746,302.20356768100737
953,954,1.0126181717495352e-10,0.3164431786717298,301.8867924528302
954,955,1.0104986157177709e-10,0.3157808174118034,301.57068062827227
955,956,1.0083857075331314e-10,0.3151205336041036,301.255230125523
956,957,1.0062794194239444e-10,0.3144623185699826,300.94043887147336
957,958,1.0041797237634075e-10,0.3138061636760649,300.62630480167013
958,959,1.0020865930686836e-10,0.31315206033396364,300.3128258602711
959,960,1e-10,0.3125,300.0
960,961,9.979199173597568e-11,0.311849974174924,299.68782518210196
961,962,9.958463180916404e-11,0.3112019744036376,299.37629937629936
962,963,9.93779175279743e-11,0.3105559922749197,299.06542056074767
963,964,9.917184621476903e-11,0.3099120194211532,298.7551867219917
964,965,9.896641520577733e-11,0.3092700475180542,298.44559585492226
965,966,9.876162185100883e-11,0.3086300682844026,298.1366459627329
966,967,9.855746351416816e-11,0.30799207348177554,297.82833505687694
967,968,9.835393757257017e-11,0.3073560549142818,297.5206611570248
968,969,9.815104141705566e-11,0.30672200442829894,297.2136222910217
969,970,9.794877245190775e-11,0.3060899139122117,296.9072164948454
970,971,9.774712809476889e-11,0.3054597752961528,296.60144181256436
971,972,9.754610577655845e-11,0.30483158055174514,296.2962962962963
972,973,9.734570294139083e-11,0.30420532169184633,295.9917780061665
973,974,9.714591704649427e-11,0.3035809907702946,295.68788501026694
974,975,9.694674556213018e-11,0.3029585798816568,295.38461538461536
975,976,9.674818597151304e-11,0.3023380811609782,295.08196721311475
976,977,9.65502357707309e-11,0.30171948678353405,294.7799385875128
977,978,9.635289246866648e-11,0.30110278896458276,294.47852760736197
978,979,9.615615358691876e-11,0.30048797995912113,294.17773237997955
979,980,9.596001665972512e-11,0.299875052061641,293.8775510204082
980,981,9.576447923388416e-11,0.299263997605888,293.57798165137615
981,982,9.556953886867899e-11,0.2986548089646219,293.27902240325864
982,983,9.537519313580099e-11,0.2980474785493781,292.9806714140387
983,984,9.518143961927424e-11,0.297441998810232,292.6829268292683
984,985,9.498827591538046e-11,0.2968383622355639,292.38578680203045
985,986,9.479569963258437e-11,0.2962365613518262,292.0892494929006
986,987,9.46037083914598e-11,0.2956365887233119,291.79331306990883
987,988,9.441229982461605e-11,0.2950384369519251,291.497975708502
988,989,9.422147157662498e-11,0.29444209867695303,291.2032355915066
989,990,9.403122130394857e-11,0.2938475665748393,290.90909090909093
990,991,9.384154667486694e-11,0.2932548333589592,290.61553985872854
991,992,9.365244536940687e-11,0.29266389177939645,290.3225806451613
992,993,9.346391507927091e-11,0.2920747346227216,290.03021148036254
993,994,9.327595350776692e-11,0.2914873547117716,289.738430583501
994,995,9.308855836973813e-11,0.2909017449054317,289.4472361809045
995,996,9.290172739149368e-11,0.2903178980984178,289.1566265060241
996,997,9.271545831073964e-11,0.2897358072210614,288.8665997993982
997,998,9.252974887651054e-11,0.2891554652390954,288.57715430861725
998,999,9.234459684910136e-11,0.2885768651534417,288.2882882882883
